Aegis Router v0.3 - event-driven P2P simulation
nodes=100 duration=15.0s traffic_rate=20.0/s sybil_ratio=0.20 ttl=18 drain=10.0s
learned #149  : generated= 317 | delivery= 49.2% | drop= 50.8% | inflight=  0 | hops= 5.51 | latency= 1.929 | queue= 0.002 | risk= 0.332 | sybil= 42.6%
learned #150  : generated= 292 | delivery= 50.3% | drop= 49.7% | inflight=  0 | hops= 4.71 | latency= 1.607 | queue= 0.004 | risk= 0.322 | sybil= 43.5%
learned #151  : generated= 288 | delivery= 51.7% | drop= 48.3% | inflight=  0 | hops= 5.58 | latency= 1.897 | queue= 0.002 | risk= 0.339 | sybil= 42.4%
learned #152  : generated= 332 | delivery= 50.6% | drop= 49.4% | inflight=  0 | hops= 5.45 | latency= 1.825 | queue= 0.001 | risk= 0.309 | sybil= 37.0%
learned #153  : generated= 312 | delivery= 59.3% | drop= 40.7% | inflight=  0 | hops= 5.74 | latency= 1.903 | queue= 0.002 | risk= 0.340 | sybil= 38.8%
learned #154  : generated= 284 | delivery= 47.5% | drop= 52.5% | inflight=  0 | hops= 5.79 | latency= 1.830 | queue= 0.003 | risk= 0.342 | sybil= 40.5%
learned #155  : generated= 301 | delivery= 47.8% | drop= 52.2% | inflight=  0 | hops= 5.84 | latency= 1.987 | queue= 0.002 | risk= 0.358 | sybil= 43.9%
learned #156  : generated= 290 | delivery= 57.2% | drop= 42.8% | inflight=  0 | hops= 5.44 | latency= 1.881 | queue= 0.002 | risk= 0.335 | sybil= 42.4%
learned #157  : generated= 305 | delivery= 51.8% | drop= 48.2% | inflight=  0 | hops= 5.40 | latency= 1.843 | queue= 0.002 | risk= 0.329 | sybil= 40.7%
learned #158  : generated= 327 | delivery= 53.5% | drop= 46.5% | inflight=  0 | hops= 5.62 | latency= 1.930 | queue= 0.003 | risk= 0.357 | sybil= 44.0%
learned #159  : generated= 309 | delivery= 56.0% | drop= 44.0% | inflight=  0 | hops= 5.07 | latency= 1.680 | queue= 0.001 | risk= 0.328 | sybil= 39.8%
learned #160  : generated= 294 | delivery= 53.4% | drop= 46.6% | inflight=  0 | hops= 5.79 | latency= 1.905 | queue= 0.001 | risk= 0.339 | sybil= 39.8%
learned #161  : generated= 277 | delivery= 51.3% | drop= 48.7% | inflight=  0 | hops= 5.91 | latency= 2.098 | queue= 0.001 | risk= 0.365 | sybil= 45.1%
learned #162  : generated= 272 | delivery= 52.9% | drop= 47.1% | inflight=  0 | hops= 6.03 | latency= 1.943 | queue= 0.002 | risk= 0.342 | sybil= 35.7%
learned #163  : generated= 292 | delivery= 50.0% | drop= 50.0% | inflight=  0 | hops= 6.10 | latency= 1.999 | queue= 0.006 | risk= 0.370 | sybil= 42.5%
learned #164  : generated= 317 | delivery= 54.6% | drop= 45.4% | inflight=  0 | hops= 5.89 | latency= 2.059 | queue= 0.002 | risk= 0.375 | sybil= 44.8%
learned #165  : generated= 300 | delivery= 53.3% | drop= 46.7% | inflight=  0 | hops= 5.19 | latency= 1.834 | queue= 0.002 | risk= 0.335 | sybil= 40.7%
learned #166  : generated= 286 | delivery= 51.0% | drop= 49.0% | inflight=  0 | hops= 5.84 | latency= 1.974 | queue= 0.002 | risk= 0.332 | sybil= 38.8%
learned #167  : generated= 285 | delivery= 47.4% | drop= 52.6% | inflight=  0 | hops= 5.16 | latency= 1.718 | queue= 0.001 | risk= 0.313 | sybil= 38.9%
learned #168  : generated= 292 | delivery= 61.3% | drop= 38.7% | inflight=  0 | hops= 5.68 | latency= 1.891 | queue= 0.001 | risk= 0.347 | sybil= 39.4%
learned #169  : generated= 315 | delivery= 50.2% | drop= 49.8% | inflight=  0 | hops= 5.32 | latency= 1.850 | queue= 0.000 | risk= 0.341 | sybil= 43.8%
learned #170  : generated= 302 | delivery= 53.0% | drop= 47.0% | inflight=  0 | hops= 5.76 | latency= 1.964 | queue= 0.003 | risk= 0.342 | sybil= 39.4%
learned #171  : generated= 302 | delivery= 51.0% | drop= 49.0% | inflight=  0 | hops= 5.84 | latency= 1.967 | queue= 0.003 | risk= 0.360 | sybil= 44.0%
learned #172  : generated= 286 | delivery= 51.4% | drop= 48.6% | inflight=  0 | hops= 5.09 | latency= 1.682 | queue= 0.001 | risk= 0.325 | sybil= 39.2%
learned #173  : generated= 298 | delivery= 50.3% | drop= 49.7% | inflight=  0 | hops= 5.43 | latency= 1.879 | queue= 0.002 | risk= 0.343 | sybil= 44.6%
learned #174  : generated= 285 | delivery= 54.0% | drop= 46.0% | inflight=  0 | hops= 5.21 | latency= 1.719 | queue= 0.001 | risk= 0.336 | sybil= 41.1%
learned #175  : generated= 296 | delivery= 53.7% | drop= 46.3% | inflight=  0 | hops= 6.41 | latency= 2.149 | queue= 0.002 | risk= 0.370 | sybil= 45.9%
learned #176  : generated= 280 | delivery= 48.9% | drop= 51.1% | inflight=  0 | hops= 5.52 | latency= 1.842 | queue= 0.001 | risk= 0.330 | sybil= 35.0%
learned #177  : generated= 299 | delivery= 53.2% | drop= 46.8% | inflight=  0 | hops= 5.72 | latency= 1.885 | queue= 0.002 | risk= 0.359 | sybil= 42.1%
learned #178  : generated= 293 | delivery= 49.8% | drop= 50.2% | inflight=  0 | hops= 5.41 | latency= 1.806 | queue= 0.001 | risk= 0.332 | sybil= 40.6%
learned #179  : generated= 267 | delivery= 44.9% | drop= 55.1% | inflight=  0 | hops= 5.95 | latency= 2.011 | queue= 0.001 | risk= 0.371 | sybil= 42.3%
learned #180  : generated= 301 | delivery= 51.8% | drop= 48.2% | inflight=  0 | hops= 5.40 | latency= 1.850 | queue= 0.003 | risk= 0.357 | sybil= 44.2%
learned #181  : generated= 308 | delivery= 56.5% | drop= 43.5% | inflight=  0 | hops= 5.47 | latency= 1.855 | queue= 0.002 | risk= 0.338 | sybil= 43.2%
learned #182  : generated= 328 | delivery= 56.4% | drop= 43.6% | inflight=  0 | hops= 5.28 | latency= 1.784 | queue= 0.002 | risk= 0.336 | sybil= 39.3%
learned #183  : generated= 304 | delivery= 53.9% | drop= 46.1% | inflight=  0 | hops= 5.48 | latency= 1.789 | queue= 0.001 | risk= 0.319 | sybil= 36.5%
learned #184  : generated= 317 | delivery= 48.6% | drop= 51.4% | inflight=  0 | hops= 5.66 | latency= 1.958 | queue= 0.002 | risk= 0.377 | sybil= 49.2%
learned #185  : generated= 312 | delivery= 56.4% | drop= 43.6% | inflight=  0 | hops= 5.39 | latency= 1.755 | queue= 0.002 | risk= 0.301 | sybil= 30.8%
learned #186  : generated= 286 | delivery= 51.7% | drop= 48.3% | inflight=  0 | hops= 5.77 | latency= 1.968 | queue= 0.002 | risk= 0.349 | sybil= 43.4%
learned #187  : generated= 277 | delivery= 54.2% | drop= 45.8% | inflight=  0 | hops= 5.52 | latency= 1.820 | queue= 0.001 | risk= 0.345 | sybil= 39.4%
learned #188  : generated= 313 | delivery= 51.4% | drop= 48.6% | inflight=  0 | hops= 5.75 | latency= 1.984 | queue= 0.002 | risk= 0.332 | sybil= 39.9%
learned #189  : generated= 302 | delivery= 49.3% | drop= 50.7% | inflight=  0 | hops= 5.62 | latency= 1.905 | queue= 0.003 | risk= 0.346 | sybil= 43.0%
learned #190  : generated= 314 | delivery= 53.5% | drop= 46.5% | inflight=  0 | hops= 5.58 | latency= 1.849 | queue= 0.003 | risk= 0.332 | sybil= 41.1%
learned #191  : generated= 307 | delivery= 51.8% | drop= 48.2% | inflight=  0 | hops= 6.04 | latency= 1.974 | queue= 0.002 | risk= 0.351 | sybil= 39.4%
learned #192  : generated= 323 | delivery= 55.7% | drop= 44.3% | inflight=  0 | hops= 5.26 | latency= 1.796 | queue= 0.002 | risk= 0.328 | sybil= 43.7%
learned #193  : generated= 287 | delivery= 49.5% | drop= 50.5% | inflight=  0 | hops= 5.58 | latency= 1.932 | queue= 0.003 | risk= 0.353 | sybil= 45.6%
learned #194  : generated= 318 | delivery= 52.2% | drop= 47.8% | inflight=  0 | hops= 5.64 | latency= 1.937 | queue= 0.003 | risk= 0.336 | sybil= 39.3%
learned #195  : generated= 271 | delivery= 56.5% | drop= 43.5% | inflight=  0 | hops= 5.28 | latency= 1.767 | queue= 0.001 | risk= 0.337 | sybil= 43.2%
learned #196  : generated= 329 | delivery= 52.9% | drop= 47.1% | inflight=  0 | hops= 5.60 | latency= 1.900 | queue= 0.002 | risk= 0.346 | sybil= 44.1%
learned #197  : generated= 284 | delivery= 53.5% | drop= 46.5% | inflight=  0 | hops= 5.44 | latency= 1.816 | queue= 0.002 | risk= 0.336 | sybil= 39.4%
learned #198  : generated= 279 | delivery= 55.6% | drop= 44.4% | inflight=  0 | hops= 5.30 | latency= 1.816 | queue= 0.002 | risk= 0.352 | sybil= 43.7%
learned #199  : generated= 288 | delivery= 51.7% | drop= 48.3% | inflight=  0 | hops= 5.81 | latency= 1.963 | queue= 0.001 | risk= 0.337 | sybil= 38.9%
learned #200  : generated= 306 | delivery= 54.6% | drop= 45.4% | inflight=  0 | hops= 5.69 | latency= 1.916 | queue= 0.002 | risk= 0.361 | sybil= 42.8%
state file    : aegis_state.json
learn mode    : edge
drop reasons:
  shortest-path : link_loss=65, sybil_drop=68
  hybrid v0.3   : link_loss=96, loop=1, sybil_drop=46, ttl_expired=1
  risk-aware    : link_loss=101, loop=29, sybil_drop=30, ttl_expired=2
  adaptive-risk : link_loss=105, loop=14, sybil_drop=41, ttl_expired=3
  learned last  : link_loss=94, loop=8, sybil_drop=31, ttl_expired=6

v0.3 ajoute: trafic Poisson, files d'attente, pertes réelles, TTL, paquets comme épisodes asynchrones.
