candidate,source_candidate_id,offline_rank,b_dev_score,delivery,drop,sybil,max_sybil,latency,hops,beats_trunk
candidate-1,11337,1,0.6742706588004809,0.6024303376406862,0.3975696623593138,0.13306358647422206,0.1551985118174084,0.25322255661804427,0.25322255661804427,false
candidate-2,5698,2,0.6490059093680023,0.5884626749004983,0.4115373250995017,0.11876364760787929,0.13963543744953333,0.2626390988403793,0.2626390988403793,false
candidate-3,4696,6,0.6737782201273486,0.5919406861756314,0.4080593138243686,0.11397624815942407,0.12502426556752402,0.25972296701836123,0.25972296701836123,false
candidate-4,11278,3,0.6603594994709553,0.5955373499993108,0.40446265000068915,0.12283582234936957,0.13658568494018727,0.2603615995406875,0.2603615995406875,false
candidate-5,4679,4,0.6959375149744956,0.6093976231726773,0.3906023768273227,0.12369024704917618,0.13912997102722544,0.2637485078147704,0.2637485078147704,true
candidate-6,1188,5,0.6581659982553273,0.6027601389528455,0.3972398610471544,0.13302788577013303,0.1439097795755299,0.2574392463401138,0.2574392463401138,false
